Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,AUDIT THEORY & PRACT 1,4384,03,FS2020,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,16,0,0,0,3.385
ACCTCY,AUDIT THEORY & PRACT 1,4384,04,FS2020,CBUSN,"CZERNEY,KEITH ROBERT",7,11,0,0,0,3.406
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2020,CBUSN,"PRESTIGIACOMO,CARL CHRI",6,11,0,0,0,3.406
ACCTCY,ACCOUNTING F/MANAGERS,7310,03,FS2020,CBUSN,"SHAW,KENNETH WILLIAM",21,2,0,0,0,3.913
ACCTCY,ACCOUNTING F/MANAGERS,7310,04,FS2020,CBUSN,"PRESTIGIACOMO,CARL CHRI",3,9,3,0,0,2.98
ACCTCY,AUDIT THEORY & PRACT 1,7384,04,FS2020,CBUSN,"CZERNEY,KEITH ROBERT",4,7,0,0,0,3.445
ACCTCY,AUDIT THEORY & PRACT 1,7384,05,FS2020,CBUSN,"FERGUSON,SHANNON ASHLEY",6,5,1,0,0,3.367
ACCTCY,TAX OF CORP & SHAREHOLDE,8373,01,FS2020,CBUSN,"HURLEY,TIMOTHY RAY",25,16,1,0,0,3.507
ACCTCY,TOPICS IN ACCOUNTING,8401,04,FS2020,CBUSN,"MAULDIN,ELAINE G",23,7,0,0,0,3.787
ACCTCY,TOPICS IN ACCOUNTING,8401,05,FS2020,CBUSN,"SRINIVAS,SHARAN",25,2,0,0,0,3.926
ACCTCY,AUDIT OF INERNAL CONTROL,8414,01,FS2020,CBUSN,"MAULDIN,ELAINE G",24,8,0,0,0,3.75
ACCTCY,AUDIT OF INERNAL CONTROL,8414,02,FS2020,CBUSN,"MAULDIN,ELAINE G",27,4,0,0,0,3.871
ACCTCY,INTERNATIONAL ACCOUNTING,8419,01,FS2020,CBUSN,"REED,CHAD M.",13,3,0,0,0,3.756
ACCTCY,TAX RESEARCH & PLANNING,8423,01,FS2020,CBUSN,"HURLEY,TIMOTHY RAY",33,0,0,0,0,3.9
ACCTCY,FRAUD EXAMINATION,8424,01,FS2020,CBUSN,"BARTLEY,KATHRYN ELISE",26,1,0,0,0,3.819
ACCTCY,FRAUD EXAMINATION,8424,02,FS2020,CBUSN,"BARTLEY,KATHRYN ELISE",27,3,0,0,0,3.78
ACCTCY,FRAUD EXAMINATION,8424,03,FS2020,CBUSN,"ARUNACHALAM,VAIRAM",11,9,1,0,0,3.448
ACCTCY,DATA VIS & DATA MINING,8428,01,FS2020,CBUSN,"SHANG,YI",27,3,0,0,0,3.85
ACCTCY,ADVANCED ACCOUNTING,8436,01,FS2020,CBUSN,"SHAW,KENNETH WILLIAM",16,19,1,0,0,3.4
ACCTCY,ADVANCED ACCOUNTING,8436,02,FS2020,CBUSN,"SHAW,KENNETH WILLIAM",15,20,1,0,0,3.306
ACCTCY,ADVANCED ACCOUNTING,8436,04,FS2020,CBUSN,"BARTLEY,KATHRYN ELISE",14,15,6,0,0,3.263
ACCTCY,ADVANCED ACCOUNTING,8436,05,FS2020,CBUSN,"BARTLEY,KATHRYN ELISE",7,5,0,0,0,3.608
ACCTCY,EMERGING ISSUES:ACCT AIS,8448,01,FS2020,CBUSN,"DEMERE,BRYANT WILLIAM",16,5,0,0,0,3.676
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,02,FS2020,CBUSN,"BASTOS GURGEL SILVA,FEL",31,6,0,0,0,3.692
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,03,FS2020,CBUSN,"BASTOS GURGEL SILVA,FEL",22,5,0,0,0,3.659
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,04,FS2020,CBUSN,"BASTOS GURGEL SILVA,FEL",28,7,0,0,0,3.654
ACCTCY,TAXES & BUSINESS STRATEG,8453,01,FS2020,CBUSN,"NEUMAN,STEVANIE SCHNEID",18,14,0,0,0,3.525
ACCTCY,PARTNERSHIP TAXATION,8463,01,FS2020,CBUSN,"HURLEY,TIMOTHY RAY",19,8,0,0,0,3.604
AERO,HERITAGE AND VALUES OF U,1100,02,FS2020,CAS,"VICE,GREGORY A",7,3,0,0,0,3.61
AERO,TEAM & LEADERSHIP FUNDAM,2100,02,FS2020,CAS,"VICE,GREGORY A",10,4,0,0,0,3.629
AERO,LEADING PEOPLE/EFFECTIVE,3100,01,FS2020,CAS,"VICE,GREGORY A",11,0,0,0,0,4.0
AERO,NTL SECR AFFR/PRP F/DUTY,4100,01,FS2020,CAS,"VICE,GREGORY A",11,1,0,0,0,3.917
AGSC_COM,FOUNDTN AGSCI COMMUNICAT,1160,01,FS2020,CAFNR,"PECKMAN,JAELYN YVONNE",21,8,2,0,2,3.412
AGSC_COM,VERBAL COMMUNCTN IN AFNR,2220,01,FS2020,CAFNR,"PECKMAN,JAELYN YVONNE",70,17,11,2,6,3.326
AGSC_COM,FUNDAMNTLS OF COMMUNIC -,3210W,01,FS2020,CAFNR,"CLETZER,DAVID ADAM",37,11,5,1,1,3.496
AGSC_COM,COMMUNICATING ON THE WEB,3240,01,FS2020,CAFNR,"PECKMAN,JAELYN YVONNE",22,5,1,3,0,3.455
AGSC_COM,COMMUNICATING ON THE WEB,3240,02,FS2020,CAFNR,"PECKMAN,JAELYN YVONNE",24,5,3,0,1,3.509
AG_ED_LD,ORIENTATION TO AG ED_LD,1000,01,FS2020,CAFNR,"SIMONSEN,JON C",23,2,0,0,0,3.848
AG_ED_LD,INTRO TO LEADERSHIP,2250,01,FS2020,CAFNR,"TUMMONS,JOHN DAVID",66,23,13,4,5,3.216
AG_ED_LD,LEAD DEVT IN YOUTH ORGS,2270,01,FS2020,CAFNR,"MOTT,REBECCA LOUISE",26,4,2,0,0,3.713
AG_ED_LD,EARLY FIELD EXPERIENCE,2271,01,FS2020,CAFNR,"TUMMONS,JOHN DAVID",17,2,0,0,1,3.685
AG_ED_LD,PROBLEMS AGR EDUC & LDRS,3085,04,FS2020,CAFNR,"SIMONSEN,JON C",10,0,0,0,0,4.0
AG_ED_LD,METAL FABRIC & LAB MNGMT,3320,01,FS2020,CAFNR,"TUMMONS,JOHN DAVID",14,1,1,0,0,3.719
AG_ED_LD,LITTON SCHOLAR,3776,01,FS2020,CAFNR,"SIMONSEN,JON C",24,0,0,0,0,4.0
AG_ED_LD,LEADING ORG & COM CHANGE,4240,01,FS2020,CAFNR,"CLETZER,DAVID ADAM",13,4,2,0,0,3.595
AG_ED_LD,LEADERSHIP THEORY & APPL,8250,01,FS2020,CAFNR,"SIMONSEN,JON C",22,1,0,0,0,3.957
AG_S_M,INTRO TO AGRIC SYST MNGM,1020,01,FS2020,CAFNR,"SCHUMACHER,LEON GEORGE",24,16,6,2,1,3.133
AG_S_M,ASM PROFESSIONAL DEVELOP,2199,01,FS2020,CAFNR,"ZULOVICH,JOSEPH M",16,0,0,0,1,3.765
AG_S_M,FLUID POWER,2360,01,FS2020,CAFNR,"ESS,DANIEL RAY",16,0,0,0,0,3.981
AG_S_M,AGRIC SAFETY & HEALTH,4020,01,FS2020,CAFNR,"FUNKENBUSCH,KAREN BRENT",11,5,3,1,0,3.285
AG_S_M,ELECTRICTY: WIRING/EQUIP,4140,01,FS2020,CAFNR,"SCHUMACHER,LEON GEORGE",10,7,2,0,0,3.389
AG_S_M,AG EQUIPMENT & MACHINERY,4320,01,FS2020,CAFNR,"SHANNON,DONALD KENT",18,7,0,0,0,3.696
AG_S_M,PRECISION AG SCI & TECHN,4360,01,FS2020,CAFNR,"SHANNON,DONALD KENT",12,3,1,0,0,3.669
AG_S_M,DATA MGT PRECISION AGRIC,4366,01,FS2020,CAFNR,"SHANNON,DONALD KENT",15,6,0,0,0,3.743
AG_S_M,SURFACE WATER MANAGEMENT,4420,01,FS2020,CAFNR,"THOMPSON,ALLEN L",1,9,7,0,0,2.647
AG_S_M,AG SYST MNGMNT-CAPSTONE,4970W,01,FS2020,CAFNR,"BRUNE,DAVID EDWARD",15,2,0,0,0,3.776
AMS,CLASSICAL MYTHOLOGY,1060,01,FS2020,CAS,"CROZIER II,JAMES H",168,96,40,1,6,3.363
AMS,CLASSICAL MYTHOLOGY,1060,03,FS2020,CAS,"BINEK,NATASHA MARTA",91,84,45,22,10,2.878
AMS,CLASSICAL MYTHOLOGY,1060,04,FS2020,CAS,"YONA,SERGIO",20,23,10,2,3,2.928
AMS,CLASSICAL MYTHOLOGY,1060,06,FS2020,CAS,"MCDONALD,JOHN ANDREW",123,71,27,5,9,3.186
AMS,ANCIENT LIVES,1150,01,FS2020,CAS,"BUCKINGHAM,EMMA",13,14,1,0,1,3.259
AMS,THE ANCIENT GREEKS,2100,01,FS2020,CAS,"MARKS,RAYMOND D",84,26,3,2,2,3.576
AMS,GREEK CLASSICS - HONORS,2300H,01,FS2020,CAS,"TARKOW,THEODORE ALFRED",7,6,2,0,0,3.373
AMS,ANCIENT TECHNOLOGY,2410,01,FS2020,CAS,"BUCKINGHAM,EMMA",18,12,5,1,5,2.837
AMS,ANCIENT MEDIA,2600,01,FS2020,CAS,"GURD,SEAN ALEXANDER",7,3,2,0,1,3.246
AMS,FOREIGNR/DANGEROUS WOMEN,3000,01,FS2020,CAS,"MORI,ANATOLE",9,9,0,2,0,3.25
AMS,GREEK ART AND ARCHAEOLGY,3310,01,FS2020,CAS,"BUCKINGHAM,EMMA",4,5,1,1,0,3.064
AMS,PAGANISM & CHRISTIANITY,3650,01,FS2020,CAS,"TROUT,DENNIS E",1,8,2,0,0,2.909
AMS,PAGANISM & CHRISTIANITY-,3650H,01,FS2020,CAS,"TROUT,DENNIS E",5,7,1,0,0,3.238
ANTHRO,INTRO ANTHROPOLOGY,1000,01,FS2020,CAS,"STANTON,MICHAEL SEAN",23,46,12,4,9,2.729
ANTHRO,INTRO ANTHROPOLOGY,1000,02,FS2020,CAS,"STANTON,MICHAEL SEAN",17,11,3,0,7,2.705
ANTHRO,INTRO ANTHROPOLOGY,1000H,01,FS2020,CAS,"VANPOOL,TODD LOGAN",26,5,2,0,1,3.591
ANTHRO,INTRO FOLKLORE GENRES,1150,01,FS2020,CAS,"EDWARD,GWENDOLYN CHRIST",9,5,2,0,1,3.271
ANTHRO,MULTICULTURALISM,1300,01,FS2020,CAS,"PASKOFF,TAYLOR MADELINE",30,9,3,2,1,3.404
ANTHRO,"MONKEYS, APES AND HUMANS",1500,01,FS2020,CAS,"MARTIN-APOSTOLATOS,GWEN",24,8,6,3,6,2.872
ANTHRO,TOPICS ANTHRO- GENERAL,2001,01,FS2020,CAS,"VAN POOL,CHRISTINE I",6,7,0,1,0,3.264
ANTHRO,FUND ARCHAEOLOGY W/LAB,2020,01,FS2020,CAS,"STANTON,MICHAEL SEAN",18,6,1,2,0,3.415
ANTHRO,CULTURAL ANTHROPOLOGY,2030,01,FS2020,CAS,"PANCHANATHAN,KARTHIK",77,38,9,2,1,3.459
ANTHRO,INTRO BIOL ANTHRO W/LAB,2050,01,FS2020,CAS,"COWGILL,LIBBY WINDRED",26,15,7,1,0,3.298
ANTHRO,INTRO TO BIOLGICL ANTHRO,2051,01,FS2020,CAS,"COWGILL,LIBBY WINDRED",4,2,5,0,0,2.936
ANTHRO,INDIGENOUS RELIGIONS,2100,01,FS2020,CAS,"KELLEY,DENNIS FRANCIS",44,5,2,0,5,3.455
ANTHRO,PRIMATE ANAT & EVOLUTION,2500,01,FS2020,CAS,"BLOMQUIST,GREGORY E",13,12,1,0,0,3.462
ANTHRO,EVOLUTION HUMAN SEXUAL,2580,01,FS2020,CAS,"PRALL,SEAN PAGE",11,8,6,1,0,3.104
ANTHRO,AMERICAN FOLKLORE,3150,01,FS2020,CAS,"MULLER,VIRGINIA LEE",5,1,1,3,1,2.518
ANTHRO,HUMAN NATURE - HNRS/WI,3340HW,01,FS2020,CAS,"PANCHANATHAN,KARTHIK",19,0,0,0,0,4.0
ANTHRO,PLAGUES AND PEOPLES - WI,3560W,01,FS2020,CAS,"SATTENSPIEL,LISA",29,18,6,0,1,3.293
ANTHRO,HISTORICAL LINGUISTICS,4420,01,FS2020,CAS,"GROLLEMUND,REBECCA BEAT",7,0,1,0,2,2.94
ANTHRO,EVOLUTIONARY MEDICINE,4580,01,FS2020,CAS,"PRALL,SEAN PAGE",8,3,0,0,0,3.645
ANTHRO,NORTH AMER ARCHAEOLOGY,4620,01,FS2020,CAS,"VAN POOL,CHRISTINE I",5,5,1,0,2,2.823
AN_SCI,ORIENTATION,1010,01,FS2020,CAFNR,"STRAUCH,TRISTA ANN",89,31,10,5,7,3.285
AN_SCI,INTRO CAPT WILD ANIM MGT,1012,01,FS2020,CAFNR,"STRAUCH,TRISTA ANN",15,21,11,4,1,2.773
AN_SCI,BIOL OF ANIMAL PROD 1,1164,01,FS2020,CAFNR,"BYRNE,ADDISON KEELIN",3,7,6,2,1,2.426
AN_SCI,BIOL OF ANIMAL PROD 1 W/,1165,01,FS2020,CAFNR,"BYRNE,ADDISON KEELIN",61,24,7,3,7,3.235
AN_SCI,BIOL OF ANIMAL PROD 2 W/,1175,01,FS2020,CAFNR,"TWENTER,HANNAH MARIE",30,30,10,2,2,3.099
AN_SCI,CAREERS IN ANIMAL SCIENC,2010,01,FS2020,CAFNR,"TWENTER,HANNAH MARIE",101,6,4,1,3,3.748
AN_SCI,EQUINE PRACTICUM,2045,01,FS2020,CAFNR,"CROSBY,MARCI W",20,4,1,0,0,3.76
AN_SCI,EQUINE BEHAV & TRAINING,2095,01,FS2020,CAFNR,"CROSBY,MARCI W",7,4,0,1,0,3.392
AN_SCI,LIVESTOCK JUDGING,2115,01,FS2020,CAFNR,"DEJONG,TAWNIE NICOLE",7,1,1,1,0,3.4
AN_SCI,ANIM WELFARE EVAL,2116,01,FS2020,CAFNR,"ANDERSON,NICHOLE MARIE",11,0,0,0,0,4.0
AN_SCI,INTRO TO ANIMAL BEHAV,2146,01,FS2020,CAFNR,"ANDERSON,NICHOLE MARIE",9,15,14,4,2,2.561
AN_SCI,EQUINE MGMT & MKTG,2195,01,FS2020,CAFNR,"CROSBY,MARCI W",16,6,2,1,0,3.456
AN_SCI,ANIMAL PRODUCTS & BIOTEC,2214,01,FS2020,CAFNR,"WIEGAND,BRYON R",72,42,5,1,3,3.394
AN_SCI,INTRO COMP ANAT W/LAB,2244,01,FS2020,CAFNR,"BYRNE,ADDISON KEELIN",10,9,0,0,1,3.35
AN_SCI,GENETCS OF AG PLNT & ANM,3213,01,FS2020,CAFNR,"SCHNABEL,ROBERT D",12,23,13,6,4,2.553
AN_SCI,PRINC OF MEAT SCIENCE,3214,01,FS2020,CAFNR,"WIEGAND,BRYON R",18,12,3,0,1,3.291
AN_SCI,PRIN & APPL OF ANIMAL NU,3242,01,FS2020,CAFNR,"MEYER,ALLISON M",28,44,16,9,2,2.903
AN_SCI,MONOGASTRIC NUTRITION,4312,01,FS2020,CAFNR,"SNOW,JANET LYNN",14,22,8,1,1,2.97
AN_SCI,PHYSIOL OF REPRODUCTION,4314,01,FS2020,CAFNR,"GEISERT,RODNEY",22,19,12,4,0,2.951
AN_SCI,REPRODUCTIVE MANAGEMENT,4384,01,FS2020,CAFNR,"ORTEGA OBANDO,MARTHA SO",11,10,0,0,0,3.581
AN_SCI,STRESS PHYSIOLOGY,4437,01,FS2020,CAFNR,"SPIERS,DONALD E",8,4,2,0,0,3.364
AN_SCI,SR SEM CAPT WILD ANIM MG,4910,02,FS2020,CAFNR,"STRAUCH,TRISTA ANN",10,0,0,0,0,3.94
AN_SCI,DAIRY PRODUCTION - WI,4976W,01A,FS2020,CAFNR,"MCFADDEN,THOMAS B.",6,8,1,0,0,3.293
AN_SCI,SWINE PRODUCTION - WI,4978W,01A,FS2020,CAFNR,"SAFRANSKI,TIMOTHY J",6,7,3,0,1,2.965
AN_SCI,SWINE PRODUCTION - WI,4978W,01B,FS2020,CAFNR,"SAFRANSKI,TIMOTHY J",3,11,2,0,0,3.1
AN_SCI,SEMINAR IN ANIMAL SCI,8087,01,FS2020,CAFNR,"PATTERSON,AMANDA LYNN",12,2,0,0,0,3.814
AN_SCI,STATISTICAL APPL IN AGRI,8441,01,FS2020,CAFNR,"SPINKA,CHRISTINE M",9,6,0,0,0,3.58
AN_SCI,FNCT GENOMICS MAMMALS,8443,01,FS2020,CAFNR,"BEHURA,SUSANTA KUMAR",10,6,0,0,0,3.7
AN_SCI,GAMETE & EMBRO DEVLPMNT,9433,1,FS2020,CAFNR,"SUTOVSKY,PETER",12,0,0,0,0,3.925
ARABIC,ELEMENTARY ARABIC 1,1100,01,FS2020,CAS,"NAJEM,LAMYA",18,2,0,0,0,3.87
ARCHST,VISUAL DESIGN,1100,01A,FS2020,CHES,"FITZGERALD,CONSTANCE MA",10,2,1,3,1,2.947
ARCHST,VISUAL DESIGN,1100,01B,FS2020,CHES,"FITZGERALD,CONSTANCE MA",8,10,1,0,5,2.592
ARCHST,ARCH DRAFT & WORK DRAW,1200,01,FS2020,CHES,"FLOCK,ADAM JEREMY",9,6,1,2,0,3.172
ARCHST,ARCH DRAFT & WORK DRAW,1200,02,FS2020,CHES,"FLOCK,ADAM JEREMY",11,2,1,2,4,2.64
