Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
ACCTCY,FINANCIAL ACCT CONCEPTS,4356,02,FS2018,CBUSN,"HOWALD,TIMOTHY MICHAEL",17,49,16,6,2,2.824
ACCTCY,AUDIT THEORY & PRACT 1,4384,01,FS2018,CBUSN,"CZERNEY,KEITH ROBERT",14,13,0,0,0,3.452
ACCTCY,AUDIT THEORY & PRACT 1,4384,02,FS2018,CBUSN,"CZERNEY,KEITH ROBERT",12,14,0,0,0,3.346
ACCTCY,AUDIT THEORY & PRACT 1,4384,03,FS2018,CBUSN,"CZERNEY,KEITH ROBERT",10,16,0,0,0,3.419
ACCTCY,ACCOUNTING F/MANAGERS,7310,01,FS2018,CBUSN,"PRESTIGIACOMO,CARL CHRI",15,8,4,0,0,3.33
ACCTCY,ACCOUNTING F/MANAGERS,7310,03,FS2018,CBUSN,"SHAW,KENNETH WILLIAM",17,0,0,0,0,3.947
ACCTCY,GOVTL ACNTNG & BUDGETING,7365,01,FS2018,CBUSN,"HOCKMAN,KRISTEN MICHELL",11,10,0,0,0,3.581
ACCTCY,AUDIT THEORY & PRACT 1,7384,01,FS2018,CBUSN,"CZERNEY,KEITH ROBERT",6,5,0,0,0,3.491
ACCTCY,MULTI JURIS TAX,8363,01,FS2018,CBUSN,"WILSON,RACHEL ANN",10,3,0,0,0,3.677
ACCTCY,TAX OF CORP & SHAREHOLDE,8373,01,FS2018,CBUSN,"WILSON,RACHEL ANN",10,12,2,0,0,3.233
ACCTCY,TOPICS IN ACCOUNTING,8401,01,FS2018,CBUSN,"ARUNACHALAM,VAIRAM",7,7,0,0,0,3.393
ACCTCY,TOPICS IN ACCOUNTING,8401,02,FS2018,CBUSN,"CUNNINGHAM,BILLIE M",7,3,0,0,0,3.64
ACCTCY,TOPICS IN ACCOUNTING,8401,03,FS2018,CBUSN,"CUNNINGHAM,BILLIE M",21,8,0,0,0,3.631
ACCTCY,TOPICS IN ACCOUNTING,8401,04,FS2018,CBUSN,"PEREIRA,RAYNOLDE",14,2,0,0,0,3.894
ACCTCY,TOPICS IN ACCOUNTING,8401,05,FS2018,CBUSN,"NOBLE,JAMES STEWART",13,8,1,0,0,3.505
ACCTCY,AUDIT OF INERNAL CONTROL,8414,01,FS2018,CBUSN,"MAULDIN,ELAINE G",22,13,0,0,0,3.629
ACCTCY,TAX RESEARCH & PLANNING,8423,01,FS2018,CBUSN,"WILSON,RACHEL ANN",20,6,0,0,0,3.688
ACCTCY,FRAUD EXAMINATION,8424,01,FS2018,CBUSN,"ARUNACHALAM,VAIRAM",13,11,0,0,0,3.442
ACCTCY,FRAUD EXAMINATION,8424,02,FS2018,CBUSN,"BARTLEY,KATHRYN ELISE",15,10,0,0,0,3.588
ACCTCY,DATA VIS & DATA MINING,8428,1,FS2018,CBUSN,"SHANG,YI",18,6,0,0,0,3.75
ACCTCY,ADVANCED ACCOUNTING,8436,01,FS2018,CBUSN,"SHAW,KENNETH WILLIAM",28,7,0,0,0,3.723
ACCTCY,ADVANCED ACCOUNTING,8436,02,FS2018,CBUSN,"SHAW,KENNETH WILLIAM",18,18,0,0,0,3.425
ACCTCY,ADVANCED ACCOUNTING,8436,03,FS2018,CBUSN,"BARTLEY,KATHRYN ELISE",21,13,1,0,0,3.571
ACCTCY,ADVANCED ACCOUNTING,8436,04,FS2018,CBUSN,"BARTLEY,KATHRYN ELISE",17,20,2,0,0,3.438
ACCTCY,ADVANCED ACCOUNTING,8436,05,FS2018,CBUSN,"KLEEN,PENNY LYNN",4,2,4,0,0,3.0
ACCTCY,EMERGING ISSUES:ACCT AIS,8448,01,FS2018,CBUSN,"FERGUSON,SHANNON ASHLEY",11,0,0,0,0,4.0
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,01,FS2018,CBUSN,"KHURANA,INDER K",19,16,0,0,0,3.534
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,02,FS2018,CBUSN,"BASTOS GURGEL SILVA,FEL",24,10,0,0,0,3.618
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,03,FS2018,CBUSN,"BASTOS GURGEL SILVA,FEL",18,17,0,0,0,3.531
ACCTCY,ACCTCY & STRAT BUS ANALY,8450,04,FS2018,CBUSN,"BASTOS GURGEL SILVA,FEL",28,8,0,0,0,3.603
ACCTCY,TAXES & BUSINESS STRATEG,8453,01,FS2018,CBUSN,"PEREIRA,RAYNOLDE",32,2,0,0,0,3.906
ACCTCY,TAXES & BUSINESS STRATEG,8453,02,FS2018,CBUSN,"PEREIRA,RAYNOLDE",28,4,0,0,0,3.819
AERO,HERITAGE AND VALUES OF U,1100,01,FS2018,CAS,"PRIMMER,RAYMOND JOSEPH",11,6,1,1,0,3.421
AERO,TEAM & LEADERSHIP FUNDAM,2100,01,FS2018,CAS,"ABDULKHALIK,KARIM SALAI",10,6,0,0,0,3.569
AERO,LEADING PEOPLE/EFFECTIVE,3100,01,FS2018,CAS,"DROPPA,KURTIS EDWARD",8,12,0,0,0,3.445
AERO,NTL SECR AFFR/PRP F/DUTY,4100,01,FS2018,CAS,"PRIMMER,RAYMOND JOSEPH",16,8,2,0,0,3.515
AFNR,INTERNTL AG/NAT RESOURCE,2190,07,FS2018,CAFNR,"SITES,ROBERT WILLIAM",12,3,0,0,0,3.76
AG_ED_LD,ORIENTATION TO AG ED_LD,1000,01,FS2018,CAFNR,"SIMONSEN,JON C",15,0,0,0,0,4.0
AG_ED_LD,VERBAL COMMUNCTN IN AFNR,2220,01,FS2018,CAFNR,"CLETZER,DAVID ADAM",58,31,10,5,2,3.305
AG_ED_LD,INTRO TO LEADERSHIP,2250,01,FS2018,CAFNR,"CHAMBERS,VICTORIA GABRI",123,51,15,3,3,3.442
AG_ED_LD,LEAD DEVT IN YOUTH ORGS,2270,01,FS2018,CAFNR,"CLETZER,DAVID ADAM",31,0,2,0,0,3.888
AG_ED_LD,EARLY FIELD EXPERIENCE,2271,01,FS2018,CAFNR,"TUMMONS,JOHN DAVID",14,1,0,0,1,3.706
AG_ED_LD,PROBLEMS AGR EDUC & LDRS,3085,04,FS2018,CAFNR,"SIMONSEN,JON C",15,0,0,0,0,4.0
AG_ED_LD,METAL FABRIC & LAB MNGMT,3320,01,FS2018,CAFNR,"TUMMONS,JOHN DAVID",15,1,0,0,0,3.956
AG_ED_LD,LITTON SCHOLAR,3776,01,FS2018,CAFNR,"MARTIN,BRANDELYN RENEE",20,0,0,0,0,4.0
AG_ED_LD,LEADING ORG & COM CHANGE,4240,01,FS2018,CAFNR,"CLETZER,DAVID ADAM",13,4,0,0,0,3.782
AG_ED_LD,METHODS OF TEACHING 2,4330,01,FS2018,CAFNR,"TUMMONS,JOHN DAVID",10,1,0,0,0,3.827
AG_ED_LD,LEADERSHIP THEORY & APPL,8250,01,FS2018,CAFNR,"SIMONSEN,JON C",24,1,0,0,0,3.96
AG_ED_LD,METHOD QUAL RESEARCH,8540,01,FS2018,CAFNR,"BALL,ANNA",13,3,0,0,0,3.813
AG_ED_LD,METHOD QUAL RESEARCH,8540,03,FS2018,CAFNR,"BALL,ANNA",18,1,0,0,0,3.932
AG_S_M,INTRO TO AGRIC SYST MNGM,1020,01,FS2018,CAFNR,"SCHUMACHER,LEON GEORGE",14,38,7,0,1,2.972
AG_S_M,CHEM APPLICATION SYSTEMS,2345,01,FS2018,CAFNR,"SCHUMACHER,LEON GEORGE",0,4,5,3,0,2.083
AG_S_M,FLUID POWER,2360,01,FS2018,CAFNR,"BORGELT,STEVEN C",3,8,4,1,0,2.794
AG_S_M,AGRIC SAFETY & HEALTH,4020,01,FS2018,CAFNR,"FUNKENBUSCH,KAREN BRENT",20,11,3,1,2,3.235
AG_S_M,ELECTRICTY: WIRING/EQUIP,4140,01,FS2018,CAFNR,"SCHUMACHER,LEON GEORGE",10,12,4,0,1,3.1
AG_S_M,BIORENEWABLE SYS TECHNOL,4150,01,FS2018,CAFNR,"SCHUMACHER,LEON GEORGE",0,7,2,1,1,2.418
AG_S_M,AG EQUIPMENT & MACHINERY,4320,01,FS2018,CAFNR,"ZULOVICH,JOSEPH M",20,10,0,1,0,3.435
AG_S_M,PRECISION AG SCI & TECHN,4360,01,FS2018,CAFNR,"CONWAY,LANCE STEPHEN",25,6,1,0,0,3.703
AG_S_M,DATA MGT PRECISION AGRIC,4366,01,FS2018,CAFNR,"SHANNON,DONALD KENT",25,4,0,0,0,3.81
AG_S_M,SURFACE WATER MANAGEMENT,4420,01,FS2018,CAFNR,"THOMPSON,ALLEN L",6,13,11,0,0,2.813
AG_S_M,AG SYST MNGMNT-CAPSTONE,4970W,01,FS2018,CAFNR,"BRUNE,DAVID EDWARD",41,1,0,0,0,3.933
ANTHRO,GENERAL ANTHROPOLOGY,1000,01,FS2018,CAS,"COWGILL,LIBBY WINDRED",50,38,18,3,6,3.02
ANTHRO,GENERAL ANTHROPOLOGY,1000,02,FS2018,CAS,"STANTON,MICHAEL SEAN",17,21,14,3,5,2.675
ANTHRO,INTRO FOLKLORE GENRES,1150,01,FS2018,CAS,"EDWARD,GWENDOLYN CHRIST",16,6,1,0,2,3.312
ANTHRO,MULTICULTURALISM,1300,01,FS2018,CAS,"SCHMIDT,DANA MARIE",14,8,0,1,0,3.509
ANTHRO,FUND ARCHAEOLOGY W/LAB,2020,01,FS2018,CAS,"STANTON,MICHAEL SEAN",6,4,5,0,1,2.875
ANTHRO,FUNDAMENTL OF ARCHAEOLGY,2021,01,FS2018,CAS,"STANTON,MICHAEL SEAN",6,1,3,1,0,3.118
ANTHRO,CULTURAL ANTHROPOLOGY,2030,01,FS2018,CAS,"PANCHANATHAN,KARTHIK",55,32,5,1,1,3.37
ANTHRO,INTRO BIOL ANTHRO W/LAB,2050,01,FS2018,CAS,"BLOMQUIST,GREGORY E",7,13,7,0,0,3.044
ANTHRO,INTRO TO BIOLGICL ANTHRO,2051,01,FS2018,CAS,"BLOMQUIST,GREGORY E",3,10,4,0,1,2.811
ANTHRO,INDIGENOUS RELIGIONS,2100,01,FS2018,CAS,"KILE,LORA LEE",9,9,0,0,1,3.253
ANTHRO,ANTHROPOLOGY OF WAR,2300,01,FS2018,CAS,"VANPOOL,TODD LOGAN",22,16,10,1,0,3.173
ANTHRO,HUNTERS AND GATHERERS,2340,01,FS2018,CAS,"WALKER,ROBERT S",6,4,0,0,0,3.57
ANTHRO,AMERICAN FOLKLORE,3150,01,FS2018,CAS,"MULLER,VIRGINIA LEE",7,6,2,1,0,3.094
ANTHRO,HUMAN BIO & LIFE HIST,3540,01,FS2018,CAS,"BLOMQUIST,GREGORY E",5,11,5,2,0,2.826
ANTHRO,PLAGUES AND PEOPLES - WI,3560W,01,FS2018,CAS,"SATTENSPIEL,LISA",15,20,9,1,3,2.896
ANTHRO,HUMAN SKELETON,4520,01,FS2018,CAS,"COWGILL,LIBBY WINDRED",8,3,0,0,0,3.7
AN_SCI,ORIENTATION,1010,01,FS2018,CAFNR,"STRAUCH,TRISTA ANN",98,23,2,2,4,3.581
AN_SCI,ANIMAL SCIENCE,1011,01,FS2018,CAFNR,"TWENTER,HANNAH MARIE",19,4,4,3,1,3.155
AN_SCI,INTRO CAPT WILD ANIM MGT,1012,01,FS2018,CAFNR,"STRAUCH,TRISTA ANN",30,18,10,3,0,3.22
AN_SCI,BIOL OF ANIMAL PROD 1 W/,1165,01,FS2018,CAFNR,"BRAKE,DEREK WILLIAM",82,52,23,6,1,3.246
AN_SCI,CAREERS IN ANIMAL SCIENC,2010,02,FS2018,CAFNR,"TWENTER,HANNAH MARIE",89,0,3,0,0,3.935
AN_SCI,EQUINE PRACTICUM,2045,01,FS2018,CAFNR,"CROSBY,MARCI W",27,2,1,0,0,3.807
AN_SCI,GLOBAL ANIMAL AGRICLTR,2110,01,FS2018,CAFNR,"FIRMAN,JEFFRE D",22,3,0,0,1,3.754
AN_SCI,LIVESTOCK JUDGING,2115,01,FS2018,CAFNR,"PECKMAN,TYLAN EARL",14,0,0,0,0,4.0
AN_SCI,EQUINE MGMT & MKTG,2195,01,FS2018,CAFNR,"CROSBY,MARCI W",9,3,0,1,0,3.515
AN_SCI,ANIMAL PRODUCTS & BIOTEC,2214,01,FS2018,CAFNR,"WIEGAND,BRYON R",47,49,6,0,3,3.253
AN_SCI,PRINC OF MEAT SCIENCE,3214,01,FS2018,CAFNR,"LORENZEN,CAROL L",5,12,12,2,1,2.572
AN_SCI,PRIN & APPL OF ANIMAL NU,3242,01,FS2018,CAFNR,"MEYER,ALLISON M",50,31,31,9,0,3.008
AN_SCI,MEAT ANIMAL EVALUATION,3275,01,FS2018,CAFNR,"WIEGAND,BRYON R",19,7,0,0,0,3.65
AN_SCI,MONOGASTRIC NUTRITION,4312,01,FS2018,CAFNR,"FIRMAN,JEFFRE D",27,18,3,0,0,3.525
AN_SCI,PHYSIOL OF REPRODUCTION,4314,01,FS2018,CAFNR,"GEISERT,RODNEY",15,20,11,11,0,2.611
AN_SCI,REPRODUCTIVE MANAGEMENT,4384,01,FS2018,CAFNR,"SMITH,MICHAEL FIELDING",11,5,0,0,0,3.631
AN_SCI,SR SEM CAPT WILD ANIM MG,4910,02,FS2018,CAFNR,"STRAUCH,TRISTA ANN",11,2,0,0,0,3.823
AN_SCI,DAIRY PRODUCTION - WI,4976W,01A,FS2018,CAFNR,"MCFADDEN,THOMAS B.",9,8,1,0,0,3.394
AN_SCI,DAIRY PRODUCTION - WI,4976W,01B,FS2018,CAFNR,"MCFADDEN,THOMAS B.",3,8,1,0,0,3.167
AN_SCI,SWINE PRODUCTION,4978,01A,FS2018,CAFNR,"SAFRANSKI,TIMOTHY J",10,8,2,0,0,3.325
AN_SCI,SWINE PRODUCTION,4978,01B,FS2018,CAFNR,"SAFRANSKI,TIMOTHY J",4,11,5,1,0,2.871
AN_SCI,PROBLEMS IN ANIMAL SCI,8085,02,FS2018,CAFNR,"LAMBERSON,WILLIAM R",10,0,0,0,0,4.0
AN_SCI,SEMINAR IN ANIMAL SCI,8087,01,FS2018,CAFNR,"LORENZEN,CAROL L",19,0,0,0,0,4.0
AN_SCI,ENDOCRINOLOGY,8420,01,FS2018,CAFNR,"LUCY,MATTHEW C",11,3,0,0,0,3.743
AN_SCI,GAMETE & EMBRO DEVLPMNT,9433,01,FS2018,CAFNR,"GEISERT,RODNEY",9,2,0,0,0,3.791
ARABIC,ELEMENTARY ARABIC 1,1100,01,FS2018,CAS,"NAJEM,LAMYA",9,4,2,0,0,3.407
ARCHST,VISUAL DESIGN,1100,01A,FS2018,CHES,"FITZGERALD,CONSTANCE MA",9,10,1,1,0,3.257
ARCHST,VISUAL DESIGN,1100,01B,FS2018,CHES,"FITZGERALD,CONSTANCE MA",7,10,1,0,1,3.205
ARCHST,ARCH DRAFT & WORK DRAW,1200,01,FS2018,CHES,"CARPENTER,KENDRA DEE",3,9,4,2,1,2.563
ARCHST,ARCH DRAFT & WORK DRAW,1200,02,FS2018,CHES,"CARPENTER,KENDRA DEE",7,8,6,0,0,3.033
ARCHST,UNDERSTAND ARCH & AMER C,2100,01,FS2018,CHES,"WALSH,ROBERT MURRAY",64,32,20,11,6,3.017
ARCHST,INTRO TO CAD,2220,01,FS2018,CHES,"BALAKRISHNAN,BIMAL",17,7,0,0,0,3.733
ARCHST,INTRO TO CAD,2220,02,FS2018,CHES,"BALAKRISHNAN,BIMAL",18,4,2,0,0,3.654
ARCHST,BUILDING SYSTEMS,2310,01,FS2018,CHES,"GOLDSCHMIDT,MICHAEL",45,0,1,0,0,3.957
ARCHST,INTRO BUILDING SYSTEMS L,2315,01A,FS2018,CHES,"WATKINS,BENJAMIN L",10,2,0,0,0,3.833
ARCHST,INTRO BUILDING SYSTEMS L,2315,01D,FS2018,CHES,"WATKINS,BENJAMIN L",11,3,0,0,0,3.721
ARCHST,STUDIO 1,2811,01,FS2018,CHES,"LUECKE,ANNA M WECKENBOR",6,8,0,0,0,3.429
ARCHST,STUDIO 1,2811,02,FS2018,CHES,"HOPFENBLATT,JAMES PATRI",9,3,0,0,0,3.625
ARCHST,STUDIO 1,2811,03,FS2018,CHES,"DASTMALCHI,MOHAMMAD REZ",14,1,1,0,0,3.794
ARCHST,ADV DESIGN COM USING BIM,3230,01,FS2018,CHES,"KIM,JONG BUM",15,5,1,0,0,3.667
ARCHST,ADV DESIGN COM USING BIM,3230,02,FS2018,CHES,"KIM,JONG BUM",10,6,0,0,0,3.55
ARCHST,ENVIRONMENTAL ANALYSIS -,3600W,01,FS2018,CHES,"SCHWARZ,BENYAMIN",25,13,2,0,0,3.553
ARCHST,"MATERIALS, MTHD & PRDCT",4320,01,FS2018,CHES,"GOLDSCHMIDT,MICHAEL",29,1,0,1,1,3.722
ARCHST,DSGN W/ HISTOR PRESRVATI,4430,01,FS2018,CHES,"TOFLE,RUTH BRENT",24,25,5,0,1,3.231
ARCHST,DESIGNED ENVIR TO 1750,4435,01,FS2018,CHES,"WALSH,ROBERT MURRAY",56,2,0,0,1,3.873
ARCHST,DESGN BUSINESS PRACTICS,4710,01,FS2018,CHES,"COLE,LAURA BRIANNA",32,8,1,0,0,3.683
ARCHST,CONSTR DOC & BIM STUDIO,4815,01,FS2018,CHES,"BARTLETT,LYRIA DICKASON",8,4,1,0,0,3.492
ARCHST,ARCHITECTURAL STUDIO 3,4823,01,FS2018,CHES,"BARTLETT,LYRIA DICKASON",7,4,1,0,0,3.325
ARCHST,ARCHITECTURAL STUDIO 4,4824,01,FS2018,CHES,"BARTLETT,LYRIA DICKASON",8,1,1,0,0,3.58
