Course Dept,Course Title,Course Number,Section Number,Term,AU,Instructor,A Range,B Range,C Range,D Range,F Range, Avg Grade
AN SCI,PHYS OF DOMESTIC ANIMALS,254,1,FS1998,AF&NR,GARVERICK,15,23,24,13,2,2.468
AN SCI,MONOGASTRIC NUTRITION,302,1,FS1998,AF&NR,FIRMAN,7,13,0,0,0,3.41
AN SCI,BEEF PROD & MANAGEMENT,305,1,FS1998,AF&NR,KAISER,4,19,5,0,0,2.964
AN SCI,SWINE PRODUCTION,355,1,FS1998,AF&NR,SAFRANSKI,10,8,5,0,1,3.083
AN SCI,REPRODUCTIVE MANAGEMENT,384,1,FS1998,AF&NR,PRAHTER,17,13,3,0,0,3.424
AN SCI,ENDOCRINOLOGY,420,1,FS1998,AF&NR,LUCY,10,9,0,0,0,3.526
AN SCI,GENETICS OF POPULATIONS,423,1,FS1998,AF&NR,LAMBERSON,2,8,0,0,0,3.2
AN SCI,AMINO ACID METABOLISM,472,1,FS1998,AF&NR,FIRMAN,7,8,0,0,0,3.467
ANTHRO,GENERAL ANTHROPOLOGY,1,1,FS1998,A & S,COE,28,67,40,9,4,2.694
ANTHRO,GENERAL ANTHROPOLOGY,1,2,FS1998,A & S,BENNARDO,59,55,17,7,5,3.07
ANTHRO,GENERAL ANTHROPOLOGY,1,3,FS1998,A & S,OBRIEN,16,52,39,15,17,2.267
ANTHRO,GENERAL ANTHROPOLOGY,1,4,FS1998,A & S,FLINN,16,9,0,0,0,3.628
ANTHRO,HUMAN LANGUAGE,20,1,FS1998,A & S,BENNARDO,5,8,4,2,0,2.889
ANTHRO,HUMAN LANGUAGE,20,2,FS1998,A & S,GOODMAN,1,4,5,1,0,2.482
ANTHRO,DVNC: CROSS-CULTRL PRSPT,50,1,FS1998,A & S,ROBBINS,11,17,17,5,0,2.68
ANTHRO,INTRO TO BIOLGICL ANTHRO,149,1,FS1998,A & S,ROBLING,13,29,52,33,19,1.814
ANTHRO,INTRO TO BIOLOGIC ANTHRO,150,1,FS1998,A & S,ROBLING,14,18,20,3,3,2.617
ANTHRO,FUNDAMENTL OF ARCHAEOLGY,152,1,FS1998,A & S,LYMAN,5,7,9,5,5,2.026
ANTHRO,FUNDAMENTL OF ARCHAEOLGY,152,2,FS1998,A & S,LYMAN,6,4,2,2,8,1.909
ANTHRO,CULTURAL ANTHROPOLOGY,153,1,FS1998,A & S,RYAN,17,25,20,3,3,2.651
ANTHRO,ANTHROPOLOGICAL LINGUIST,154,1,FS1998,A & S,BENNARDO,14,15,3,0,2,3.191
ANTHRO,CULTURES OF ASIA,229,1,FS1998,A & S,GARDNER,10,10,0,0,0,3.455
ANTHRO,NORTH AMERICAN INDN CLTR,236,1,FS1998,A & S,WOOD,6,15,5,2,1,2.824
ANTHRO,SMNR ANTHROPOLOGY,280,1,FS1998,A & S,FLINN,13,3,0,0,0,3.7
ANTHRO,STD: CULT OF ASIA,310,2,FS1998,A & S,WOOD,2,7,0,0,1,2.9
ANTHRO,PALEOETHNOBOTANY,336,1,FS1998,A & S,PEARSALL,8,0,1,0,2,3.091
ANTHRO,SOUTH AMER ARCHAEOLOGY,341,1,FS1998,A & S,PEARSALL,11,3,1,1,1,3.224
ANTHRO,CELTIC/IRON AGE ARCHAEOL,358,1,FS1998,A & S,ROWLETT,8,0,2,0,2,3.0
ANTHRO,SEMINAR IN ANTHRO METHOD,436,1,FS1998,A & S,ROBBINS,9,4,0,0,0,3.692
AR H A,HISTORY OF WESTERN ART 1,10,1A,FS1998,A & S,,8,9,3,2,2,2.754
AR H A,HISTORY OF WESTERN ART 1,10,1B,FS1998,A & S,,4,6,9,0,2,2.419
AR H A,HISTORY OF WESTERN ART 1,10,1C,FS1998,A & S,,5,12,5,1,0,2.926
AR H A,HISTORY OF WESTERN ART 1,10,1D,FS1998,A & S,,4,4,8,1,6,1.904
AR H A,HISTORY OF WESTERN ART 1,10,1E,FS1998,A & S,,4,5,10,3,2,2.2
AR H A,HISTORY OF WESTERN ART 1,10,1F,FS1998,A & S,,8,8,2,0,1,3.063
AR H A,HISTORY OF WESTERN ART 1,10,1G,FS1998,A & S,,3,4,9,5,5,1.808
AR H A,HISTORY OF WESTERN ART 1,10,1H,FS1998,A & S,,2,12,6,3,1,2.446
AR H A,HISTORY OF WESTERN ART 1,10,1J,FS1998,A & S,,6,6,4,3,4,2.252
AR H A,HISTORY OF WESTERN ART 1,10,1K,FS1998,A & S,,2,7,8,2,1,2.38
AR H A,TPC: THE ETRUSCIANS,101,1,FS1998,A & S,LANGDON,13,39,42,10,1,2.468
AR H A,TPC: THE ETRUSCIANS,101,2,FS1998,A & S,STANTON,19,34,41,13,5,2.389
AR H A,TPC: THE ETRUSCIANS,101,3,FS1998,A & S,KLEIN,28,36,26,11,13,2.477
AR H A,AMER ART & ARCHITECTURE,141,1A,FS1998,A & S,,8,14,0,0,1,3.23
AR H A,AMER ART & ARCHITECTURE,141,1B,FS1998,A & S,,7,10,1,0,0,3.283
AR H A,AMER ART & ARCHITECTURE,141,1C,FS1998,A & S,,3,14,2,1,1,2.824
AR H A,AMER ART & ARCHITECTURE,141,1D,FS1998,A & S,,6,7,2,1,0,3.05
AR H A,AMER ART & ARCHITECTURE,141,1E,FS1998,A & S,,10,6,0,0,0,3.494
AR H A,GREEK ART AND ARCHAEOLGY,220,1,FS1998,A & S,BIERS,9,15,12,3,2,2.634
AR H A,ITALIAN RENAISSANCE ART,250,1,FS1998,A & S,LAND,12,21,6,1,1,3.024
AR H A,NORTHERN RENAISSANCE ART,251,1,FS1998,A & S,STANTON,10,16,7,2,0,2.997
AR H A,18TH CENT EUROPEAN ART,261,1,FS1998,A & S,CROWN,6,10,15,3,1,2.486
AR H A,MODERN SCULPTURE,371,1,FS1998,A & S,KLEIN,3,8,1,0,0,3.192
BIO AE,INTERNL COMBUSTION POWER,1,1,FS1998,AF&NR,,22,17,9,2,0,3.186
BIO AE,AGRIC/INDUS MATRL & PROC,20,1,FS1998,AF&NR,,21,15,3,1,1,3.317
BIO AE,MOBILE HYDRAULICS,165,1,FS1998,AF&NR,BORGELT,4,13,8,0,0,2.84
BIO AE,ENVIRONMNTL ETHICS AGR,180,1,FS1998,AF&NR,SIEVERS,4,26,3,1,0,2.971
BIO AE,PROF PRAC IN ENGR,195,1,FS1998,ENGR,MEADOR,11,2,0,0,0,3.777
BIO AE,ENVIRN CONTRL BIO SYSTEM,203,1,FS1998,ENGR,MEADOR,4,6,0,0,0,3.43
BIO AE,ADV AGRC/INDUST MATERL,210,1,FS1998,AF&NR,SCHUMACHER,13,4,2,0,0,3.579
BIO AE,ELECTRICTY: WIRING/EQUIP,215,1,FS1998,AF&NR,SCHUMACHER,11,19,4,0,0,3.206
BIO AE,IRRIGATION AND DRAINAGE,320,1,FS1998,AF&NR,THOMPSON,3,7,2,0,0,3.033
BIO AE,AGRICULT SYSTEMS MGMT,363,1,FS1998,AF&NR,BURGELT,8,8,0,0,0,3.5
BIO SC,GENERAL BIOLOGY,1,1,FS1998,A & S,BUSH,97,135,152,44,17,2.551
BIO SC,GENERAL BIOLOGY,1,2,FS1998,A & S,"HURST,ROBIN D",190,174,81,15,10,3.07
BIO SC,GENERAL BIOLOGY,1,3,FS1998,A & S,"BUSH,SARAH L",91,138,142,48,18,2.529
BIO SC,GENERAL BIOLOGY LAB,2,10A,FS1998,A & S,,4,4,10,2,0,2.545
BIO SC,GENERAL BIOLOGY LAB,2,11A,FS1998,A & S,,2,8,4,2,4,2.04
BIO SC,GENERAL BIOLOGY LAB,2,12A,FS1998,A & S,,5,9,3,3,0,2.755
BIO SC,GENERAL BIOLOGY LAB,2,13A,FS1998,A & S,,5,9,6,0,0,2.905
BIO SC,GENERAL BIOLOGY LAB,2,14A,FS1998,A & S,,4,12,3,0,0,2.958
BIO SC,GENERAL BIOLOGY LAB,2,15A,FS1998,A & S,,5,6,5,2,1,2.568
BIO SC,GENERAL BIOLOGY LAB,2,16A,FS1998,A & S,,6,8,3,0,0,3.071
BIO SC,GENERAL BIOLOGY LAB,2,17A,FS1998,A & S,,1,9,5,2,1,2.372
BIO SC,GENERAL BIOLOGY LAB,2,18A,FS1998,A & S,,3,6,8,2,0,2.495
BIO SC,GENERAL BIOLOGY LAB,2,19A,FS1998,A & S,,1,11,5,0,1,2.561
BIO SC,GENERAL BIOLOGY LAB,2,1A,FS1998,A & S,,4,4,9,1,2,2.29
BIO SC,GENERAL BIOLOGY LAB,2,20A,FS1998,A & S,,2,7,8,3,0,2.37
BIO SC,GENERAL BIOLOGY LAB,2,21A,FS1998,A & S,,2,7,8,3,0,2.28
BIO SC,GENERAL BIOLOGY LAB,2,22A,FS1998,A & S,,1,12,5,1,1,2.475
BIO SC,GENERAL BIOLOGY LAB,2,23A,FS1998,A & S,,7,12,0,0,1,3.065
BIO SC,GENERAL BIOLOGY LAB,2,24A,FS1998,A & S,,4,11,5,0,0,2.8
BIO SC,GENERAL BIOLOGY LAB,2,25A,FS1998,A & S,,2,6,7,3,1,2.184
BIO SC,GENERAL BIOLOGY LAB,2,26A,FS1998,A & S,,5,6,4,1,2,2.594
BIO SC,GENERAL BIOLOGY LAB,2,27A,FS1998,A & S,,2,9,9,0,0,2.5
BIO SC,GENERAL BIOLOGY LAB,2,28A,FS1998,A & S,,1,8,8,0,0,2.5
BIO SC,GENERAL BIOLOGY LAB,2,29A,FS1998,A & S,,2,11,6,0,1,2.59
BIO SC,GENERAL BIOLOGY LAB,2,2A,FS1998,A & S,,0,8,11,0,0,2.374
BIO SC,GENERAL BIOLOGY LAB,2,30A,FS1998,A & S,,3,10,6,0,0,2.811
BIO SC,GENERAL BIOLOGY LAB,2,31A,FS1998,A & S,,5,7,4,1,1,2.694
BIO SC,GENERAL BIOLOGY LAB,2,32A,FS1998,A & S,,5,10,4,0,1,2.885
BIO SC,GENERAL BIOLOGY LAB,2,33A,FS1998,A & S,,3,10,7,0,0,2.695
BIO SC,GENERAL BIOLOGY LAB,2,34A,FS1998,A & S,,5,6,7,1,0,2.758
BIO SC,GENERAL BIOLOGY LAB,2,35A,FS1998,A & S,,4,7,5,1,1,2.683
BIO SC,GENERAL BIOLOGY LAB,2,36A,FS1998,A & S,,0,11,8,1,0,2.425
BIO SC,GENERAL BIOLOGY LAB,2,37A,FS1998,A & S,,1,7,10,1,0,2.374
BIO SC,GENERAL BIOLOGY LAB,2,38A,FS1998,A & S,,2,8,6,2,0,2.422
BIO SC,GENERAL BIOLOGY LAB,2,39A,FS1998,A & S,,1,7,6,4,2,1.99
BIO SC,GENERAL BIOLOGY LAB,2,3A,FS1998,A & S,,4,9,7,1,0,2.719
BIO SC,GENERAL BIOLOGY LAB,2,4A,FS1998,A & S,,9,5,3,0,0,3.212
BIO SC,GENERAL BIOLOGY LAB,2,5A,FS1998,A & S,,2,10,5,2,1,2.47
BIO SC,GENERAL BIOLOGY LAB,2,6A,FS1998,A & S,,1,11,6,1,0,2.6
BIO SC,GENERAL BIOLOGY LAB,2,7A,FS1998,A & S,,1,9,6,2,1,2.305
BIO SC,GENERAL BIOLOGY LAB,2,8A,FS1998,A & S,,0,9,9,0,1,2.242
BIO SC,GENERAL BIOLOGY LAB,2,9A,FS1998,A & S,,4,6,10,0,0,2.64
BIO SC,BASIC ENVIRNMENT STUDIES,6,1,FS1998,A & S,HOLTSFORD,20,56,27,5,4,2.717
BIO SC,GENERAL BIOLOGY,10,1,FS1998,A & S,"GAYOU,DOUGLAS",64,109,46,8,5,2.944
BIO SC,GENERAL BIOLOGY,10,2,FS1998,A & S,"GAYOU,DOUGLAS",87,38,5,0,3,3.549
BIO SC,GENERAL BOTANY,12,1,FS1998,A & S,CUMBIE,23,48,34,15,2,2.615
BIO SC,TPC: DNA SCIENCE,101,1,FS1998,A & S,POLACCO,4,5,1,0,0,3.33
BIO SC,READING BIOLOG SCIENCE,193,1,FS1998,A & S,,24,6,0,0,0,3.8
BIO SC,READING BIOLOG SCIENCE,193,2,FS1998,A & S,CUMBIE,22,4,0,0,0,3.846
BIO SC,GENERAL GENETICS,202,1,FS1998,A & S,DAVID,66,91,114,5,4,2.712
BIO SC,INTRO TO CELL BIOLOGY,203,1,FS1998,A & S,WANG,22,12,17,4,4,2.736
BIO SC,INTRO TO CELL BIOLOGY,203,2,FS1998,A & S,WANG,26,28,23,9,5,2.667
BIO SC,INTRODUCTORY ENTOMOLOGY,208,1,FS1998,A & S,SANDERS,7,11,6,2,0,2.827
BIO SC,INTRODUCTORY ENTOMOLOGY,208,2,FS1998,A & S,SANDERS,7,5,1,0,0,3.369
BIO SC,INSECT DIVERSITY,209,1,FS1998,A & S,SANDERS,5,2,4,1,0,2.842
BIO SC,INVERTEBRATE ZOOLOGY,230,1,FS1998,A & S,SUMMERS,18,22,19,2,1,2.856
BIO SC,GENETICS LABORATORY,241,1,FS1998,A & S,GOLOMB,11,10,1,0,0,3.455
BIO SC,ANIMAL PHYSIOLOGY,270,1,FS1998,A & S,MARUNIAK,36,35,22,0,0,3.173
BIO SC,HONORS RESEARCH BIOLOGY,296,1,FS1998,A & S,CARREL,10,1,0,0,0,3.909
BIO SC,EVOLUTION,302,1,FS1998,A & S,SEMLITSCH,48,11,2,0,0,3.72
BIO SC,MAMMALOGY,309,1,FS1998,A & S,RATNASWAMY,7,8,7,1,2,2.584
BIO SC,INTRO RADIATION BIOLOGY,328,1,FS1998,A & S,VOLKERT,9,8,1,0,0,3.444
BIO SC,NEUROBIOLOGY,339,1,FS1998,A & S,JEN,12,6,3,0,2,3.091
BIO SC,BEHAVIORAL BIOLOGY,342,1,FS1998,A & S,SCHWARTZ,20,23,17,2,0,2.965
BIO SC,NERVE CELLS & BEHAVIOR,343,1,FS1998,A & S,KIRK,8,3,1,0,0,3.533
BIO SC,GENERAL ECOLOGY,362,1,FS1998,A & S,FAABORG,32,41,16,2,6,2.901
BIO SC,PLNT POPUL BIOLOGY,364,1,FS1998,A & S,GALEN,13,7,3,2,0,3.276
BIO SC,CELLULAR PHYSIOLOGY,371,1,FS1998,A & S,CHAPMAN,11,2,0,0,0,3.846
BIO SC,PROF SURVIVAL SKILLS,405,1,FS1998,A & S,,13,2,0,0,0,3.867
BIO SC,RESEARCH,450,1,FS1998,A & S,STAFF,7,3,0,0,0,3.7
BIOCHM,CONTEMPORARY TOPICS,90,1,FS1998,AF&NR,ZAHLER,20,2,0,0,0,3.909
BIOCHM,TPC: DNA SCIENCE,101,1,FS1998,AF&NR,,6,4,1,0,0,3.482
BIOCHM,BIOTECHNOLOGY IN SOCIETY,105,1,FS1998,AF&NR,POLACCO,53,50,7,2,5,3.244
BIOCHM,BIOCHEMISTRY,270,1,FS1998,AF&NR,MCCLURE,21,30,23,12,4,2.601
BIOCHM,BIOCHEMISTRY,272,1,FS1998,AF&NR,VAN DOREN,19,22,6,1,0,3.198
BIOCHM,BIOCHEMISTRY LABORATORY,274,1,FS1998,AF&NR,CASH/PETERSON,16,13,0,0,0,3.593
BIOCHM,SEMINAR IN BIOCHEMISTRY,299,1,FS1998,AF&NR,,8,2,0,0,0,3.74
BIOCHM,CMP ASST SEQ ANLY/MOL MD,399,1,FS1998,AF&NR,QUINN,6,11,2,0,0,3.211
BIOCHM,MOLECULAR BIOLOGY I,430,1,FS1998,AF&NR,CANNON,4,10,2,0,0,3.125
C & I,PHYS ED ACT ELEMNT SCHL,T284,1,FS1998,EDUC,GOLDFARB,24,3,0,0,0,3.889
C & I,PHYS ED ACT ELEMNT SCHL,T284,2,FS1998,EDUC,GOLDFARB,25,3,0,0,0,3.893
C & I,STUDENT TEACHING,T299,1,FS1998,EDUC,,120,2,1,0,0,3.967
C & I,STUDENT TEACHING,T299,2,FS1998,EDUC,,17,1,0,0,0,3.944
C & I,ASSESSMENT EARLY CHILDHD,T306,1,FS1998,EDUC,HACKLER-FOUTCH,10,4,1,0,0,3.6
C & I,SMR: INTR COMP ASST LANG,T310,11,FS1998,EDUC,SAVAGE,13,1,0,0,0,3.929
C & I,DIAG/REM LEARN PROB MATH,T366,1,FS1998,EDUC,YEAGER,17,3,0,0,0,3.85
C & I,EDUC IN HUMAN SEXUALITY,T386,1,FS1998,EDUC,BROWN,13,1,0,0,0,3.929
C & I,DRUG EDUCATION,T390,1,FS1998,EDUC,WAIGANDT,6,4,0,0,0,3.54
C & I,WHOLE LANGUAGE CURRIC,T407,1,FS1998,EDUC,GILLES,14,1,0,0,0,3.933
C & I,SMR: DOC SEM IN ART ED,T410,12,FS1998,EDUC,"REYS, R",8,4,0,0,0,3.717
C & I,LRN STRATGS/COLL STUDNTS,T42,1A,FS1998,EDUC,BIXBY,16,7,0,0,1,3.542
C & I,LRN STRATGS/COLL STUDNTS,T42,1B,FS1998,EDUC,BIXBY,9,6,0,1,6,2.5
C & I,LRN STRATGS/COLL STUDNTS,T42,1C,FS1998,EDUC,BIXBY,11,4,4,1,0,3.25
C & I,LRN STRATGS/COLL STUDNTS,T42,1D,FS1998,EDUC,BIXBY,10,7,3,0,0,3.35
C & I,LRN STRATGS/COLL STUDNTS,T42,1F,FS1998,EDUC,BIXBY,13,4,5,0,1,3.217
C & I,LRN STRATGS/COLL STUDNTS,T42,1G,FS1998,EDUC,BIXBY,3,6,4,0,0,2.923
C & I,LRN STRATGS/COLL STUDNTS,T42,2A,FS1998,EDUC,BIXBY,12,10,2,0,0,3.417
C & I,LRN STRATGS/COLL STUDNTS,T42,2B,FS1998,EDUC,BIXBY,3,12,5,0,0,2.9
